gene	BulkHC1	BulkHC2	BulkHC3	BulkHC4	BulkSOR1	BulkSOR2	BulkSOR3	BulkSOR4
ENSMUSG00000105081	61.59	75.86	40.05	103.81	82.39	86.50	68.63	51.93
ENSMUSG00000105082	4.84	7.95	23.86	6.94	9.33	10.81	4.00	5.93
ENSMUSG00000105083	22.47	15.04	7.65	11.90	5.18	11.57	13.78	7.93
ENSMUSG00000105084	57.74	68.36	65.96	87.07	69.78	58.59	70.02	56.46
ENSMUSG00000105085	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105086	7.69	12.07	5.23	15.66	9.32	11.75	14.70	5.83
ENSMUSG00000105087	7.65	11.05	16.66	11.74	9.34	13.64	8.84	6.89
ENSMUSG00000105088	0.00	1.00	0.00	0.00	4.14	0.00	0.00	0.00
ENSMUSG00000105089	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105090	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105091	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105092	0.00	0.99	1.03	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105093	8.52	10.04	8.24	18.73	8.19	13.69	10.84	14.08
ENSMUSG00000105094	1.14	5.04	0.00	4.97	8.32	5.01	1.99	0.00
ENSMUSG00000105095	21.74	19.04	28.33	24.82	22.59	26.14	18.92	27.48
ENSMUSG00000105096	20.77	14.07	12.28	8.70	17.61	13.48	15.70	8.29
ENSMUSG00000105097	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105098	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105099	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105100	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105101	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105102	0.00	0.00	5.19	0.99	0.00	0.96	0.00	0.00
ENSMUSG00000105103	13.70	10.37	22.41	16.58	0.00	11.49	6.70	7.62
ENSMUSG00000105104	0.97	1.01	3.08	0.00	2.03	0.98	0.98	0.00
ENSMUSG00000105105	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105106	4.77	10.04	0.00	0.00	3.07	1.97	2.96	3.00
ENSMUSG00000105107	12.65	8.04	4.10	11.08	13.86	10.72	8.87	8.89
ENSMUSG00000105108	15.76	27.88	13.02	0.00	21.23	24.19	24.55	12.10
ENSMUSG00000105109	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105110	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105111	0.00	0.00	0.00	0.00	0.00	0.00	0.99	0.00
ENSMUSG00000105112	30.72	23.89	23.78	48.15	22.57	28.99	53.22	23.45
ENSMUSG00000105113	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105114	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105115	34.41	46.20	48.34	76.32	74.23	42.73	74.19	57.04
ENSMUSG00000105116	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105117	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105118	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105119	98.19	164.07	100.26	156.37	119.68	167.01	156.16	106.39
ENSMUSG00000105120	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105121	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105122	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105123	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105124	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105125	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105126	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105127	0.96	0.00	0.00	0.00	0.00	0.98	0.00	0.99
ENSMUSG00000105128	0.00	1.00	2.11	0.00	1.03	0.00	0.97	0.98
ENSMUSG00000105129	0.00	0.00	0.00	0.00	1.03	0.00	0.00	0.00
ENSMUSG00000105130	13.02	16.17	9.37	32.25	16.91	18.20	15.68	14.13
ENSMUSG00000105131	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105132	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105133	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105134	1193.27	1353.05	1135.16	1542.16	1349.76	1305.28	1384.99	911.99
ENSMUSG00000105135	152.41	163.00	106.02	200.21	128.96	123.00	145.58	121.80
ENSMUSG00000105136	24.08	21.09	17.72	20.64	11.30	31.34	14.70	6.85
ENSMUSG00000105137	108.85	155.33	88.05	141.41	119.68	120.54	151.75	89.52
ENSMUSG00000105138	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105139	26.97	25.00	15.52	27.49	25.03	24.87	28.68	11.48
ENSMUSG00000105140	3.80	3.95	2.08	9.85	5.50	0.99	0.99	4.96
ENSMUSG00000105141	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105142	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105143	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105144	0.00	0.00	0.00	0.00	1.03	0.98	0.98	1.00
ENSMUSG00000105145	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105146	0.95	4.04	0.00	0.00	0.00	0.00	0.99	0.00
ENSMUSG00000105147	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105148	14.25	22.06	14.60	25.79	17.46	18.32	16.66	9.00
ENSMUSG00000105149	43.62	31.17	49.12	41.82	29.95	34.57	40.28	25.59
ENSMUSG00000105150	0.00	1.01	0.00	0.00	0.00	0.00	0.99	0.00
ENSMUSG00000105151	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105152	101.50	187.12	143.43	188.62	132.11	113.80	152.77	154.24
ENSMUSG00000105153	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105154	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105155	33.65	42.23	33.22	51.96	51.26	49.68	53.13	36.79
ENSMUSG00000105156	0.93	4.00	2.12	13.89	2.05	5.85	6.81	5.04
ENSMUSG00000105157	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105158	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105159	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105160	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105161	25.48	45.10	45.97	54.23	32.39	37.40	41.74	37.09
ENSMUSG00000105162	0.00	0.00	0.00	0.00	1.04	0.00	2.95	0.00
ENSMUSG00000105163	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105164	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105165	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105166	156.94	187.65	142.15	206.08	181.05	156.66	171.84	91.92
ENSMUSG00000105167	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105168	0.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105169	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105170	0.95	3.03	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105171	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105172	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105173	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105174	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105175	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105176	657.51	915.64	652.27	893.76	850.16	676.52	736.26	550.83
ENSMUSG00000105177	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105178	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105179	34.47	43.33	25.98	35.89	29.27	41.95	41.26	33.38
ENSMUSG00000105180	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105181	0.95	0.00	0.00	0.00	1.02	0.00	0.00	1.02
ENSMUSG00000105182	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105183	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105184	14.21	22.13	11.56	21.52	12.65	17.39	21.58	5.87
ENSMUSG00000105185	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105186	100.41	98.41	82.52	134.71	86.33	107.81	106.84	68.18
ENSMUSG00000105187	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105188	0.00	0.00	1.02	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105189	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105190	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105191	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105192	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105193	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105194	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105195	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105196	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105197	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.99
ENSMUSG00000105198	63.35	85.31	55.81	89.79	75.04	59.97	67.88	54.47
ENSMUSG00000105199	44.31	64.37	63.38	77.13	69.50	40.13	66.65	38.16
ENSMUSG00000105200	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105201	186.55	244.89	194.40	309.61	256.60	170.67	246.18	141.79
ENSMUSG00000105202	219.76	252.01	145.84	222.48	183.19	196.19	240.82	153.71
ENSMUSG00000105203	10.47	20.78	17.72	32.67	30.11	18.01	25.89	17.18
ENSMUSG00000105204	145.49	185.51	159.90	188.72	286.39	181.67	169.16	158.98
ENSMUSG00000105205	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105206	0.00	0.00	1.02	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105207	13240.79	14635.27	11041.51	16606.12	13254.02	13316.40	15190.48	8867.14
ENSMUSG00000105208	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.99
ENSMUSG00000105209	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105210	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105211	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105212	10.52	15.04	7.37	9.82	9.33	16.64	5.85	3.90
ENSMUSG00000105213	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105214	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105215	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105216	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105217	11.37	7.02	9.48	0.98	5.26	11.60	2.95	7.80
ENSMUSG00000105218	31.29	52.13	81.74	86.81	64.65	40.44	71.42	45.77
ENSMUSG00000105219	0.00	2.00	0.00	0.99	0.00	0.00	0.00	0.00
ENSMUSG00000105220	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105221	0.00	0.00	2.06	2.91	2.08	0.99	0.98	0.00
ENSMUSG00000105222	0.93	4.05	2.11	2.93	2.10	0.97	0.97	1.97
ENSMUSG00000105223	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105224	10.27	7.02	0.00	1.99	11.38	0.00	4.92	5.07
ENSMUSG00000105225	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105226	3.80	4.05	7.21	9.76	3.14	2.90	4.91	3.98
ENSMUSG00000105227	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105228	0.96	2.01	4.14	10.69	1.04	5.93	3.93	5.93
ENSMUSG00000105229	14.46	25.29	10.42	21.40	23.21	10.71	8.82	9.61
ENSMUSG00000105230	227.88	319.98	229.01	293.42	273.25	216.70	314.90	202.56
ENSMUSG00000105231	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105232	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105233	0.00	2.00	0.00	4.94	0.00	0.00	1.98	0.99
ENSMUSG00000105234	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105235	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105236	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105237	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105238	0.00	0.00	0.00	0.00	1.97	0.00	0.00	0.00
ENSMUSG00000105239	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105240	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105241	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105242	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105243	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105244	0.00	2.02	1.04	8.74	2.08	1.96	4.91	2.96
ENSMUSG00000105245	105.62	118.89	99.32	140.18	124.59	103.76	132.39	86.93
ENSMUSG00000105246	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105247	7660.48	8523.73	6484.81	9651.97	7524.91	7496.31	8479.81	4983.81
ENSMUSG00000105248	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105249	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105250	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105251	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105252	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105253	0.00	3.96	2.04	3.01	7.14	4.90	11.93	4.96
ENSMUSG00000105254	0.00	1.01	0.00	0.00	0.00	0.98	3.94	0.00
ENSMUSG00000105255	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105256	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105257	0.00	0.00	0.00	1.97	0.00	0.00	0.00	0.00
ENSMUSG00000105258	0.00	2.03	0.00	2.93	0.00	0.00	0.00	0.00
ENSMUSG00000105259	15.40	10.04	2.10	0.98	6.22	7.85	6.81	7.77
ENSMUSG00000105260	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105261	15.32	14.05	6.22	11.81	7.17	1.95	11.76	6.98
ENSMUSG00000105262	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105263	3234.48	4271.49	3433.58	5013.59	3810.82	3737.79	4182.29	3271.04
ENSMUSG00000105264	21.87	11.93	7.90	16.54	6.62	14.28	22.10	7.54
ENSMUSG00000105265	2784.22	3648.91	3051.40	3688.83	2923.44	2706.17	2495.70	2160.79
ENSMUSG00000105266	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105267	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105269	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105270	1137.92	1402.87	1173.17	1635.75	1385.69	1276.62	1358.25	937.88
ENSMUSG00000105271	41.93	46.04	20.52	68.16	33.80	34.22	39.51	31.02
ENSMUSG00000105272	45.73	56.31	32.60	76.40	51.36	55.36	46.86	36.12
ENSMUSG00000105273	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105274	0.94	2.01	0.00	0.00	0.00	0.00	1.97	3.05
ENSMUSG00000105275	0.98	3.97	0.00	0.00	0.00	0.98	0.00	0.98
ENSMUSG00000105277	2.69	2.00	6.43	6.00	2.08	1.92	3.89	1.03
ENSMUSG00000105278	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105279	0.00	2.28	0.00	3.18	0.59	0.56	2.24	0.00
ENSMUSG00000105280	0.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105281	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105282	59.98	59.26	36.28	44.50	36.09	42.56	76.62	48.60
ENSMUSG00000105283	1.92	3.02	2.10	2.87	4.22	0.98	0.00	0.96
ENSMUSG00000105284	15.27	13.76	19.08	17.06	15.27	16.51	15.16	11.15
ENSMUSG00000105285	525.17	855.49	651.98	1044.38	895.20	648.18	850.27	785.12
ENSMUSG00000105286	6.70	7.05	6.11	14.66	3.13	9.78	5.95	2.95
ENSMUSG00000105287	745.63	947.16	641.58	1014.28	922.08	865.88	983.84	538.97
ENSMUSG00000105288	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105289	28.38	36.24	27.02	39.12	30.13	33.93	37.36	30.94
ENSMUSG00000105290	54.19	60.15	28.56	44.55	45.47	54.62	61.67	40.83
ENSMUSG00000105291	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105292	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105293	240.47	295.50	207.13	280.72	276.06	259.71	248.85	149.83
ENSMUSG00000105294	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105295	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105296	2.86	3.01	1.03	4.92	0.00	0.98	0.98	0.99
ENSMUSG00000105297	0.00	0.00	0.00	0.00	0.00	0.00	1.98	0.00
ENSMUSG00000105298	0.00	0.00	0.00	0.00	1.03	0.00	0.00	0.00
ENSMUSG00000105299	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105300	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105301	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105302	99.84	108.33	79.37	86.16	71.22	75.31	86.40	53.46
ENSMUSG00000105303	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105304	78.64	112.43	68.00	117.84	129.80	106.16	124.58	108.49
ENSMUSG00000105305	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105306	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105307	0.95	0.00	0.00	0.00	3.12	0.00	0.00	0.00
ENSMUSG00000105308	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105309	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105310	0.00	0.00	0.00	0.00	0.00	0.98	0.00	0.00
ENSMUSG00000105311	4.59	2.99	1.04	2.00	3.00	1.35	0.00	0.00
ENSMUSG00000105312	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105313	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105314	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105315	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105316	0.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105317	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105318	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105319	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105320	0.00	0.00	0.00	0.99	0.00	0.00	0.00	0.00
ENSMUSG00000105321	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105322	211.58	268.63	206.97	309.38	271.63	252.35	265.41	194.66
ENSMUSG00000105323	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105324	8.50	17.13	9.45	19.58	8.40	14.54	9.80	8.85
ENSMUSG00000105325	2.89	0.00	1.03	4.84	0.00	0.99	0.98	0.00
ENSMUSG00000105326	193.91	241.22	177.05	255.22	255.75	199.02	235.53	125.65
ENSMUSG00000105327	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105328	2.88	8.06	6.21	8.69	9.47	11.71	6.87	4.88
ENSMUSG00000105329	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105330	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105331	4.79	3.02	11.21	8.80	6.26	4.89	6.95	3.94
ENSMUSG00000105332	419.24	469.78	364.42	577.92	405.38	481.49	508.52	296.93
ENSMUSG00000105333	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105334	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105335	1.87	3.06	0.00	0.00	0.00	0.00	1.00	0.00
ENSMUSG00000105336	0.95	2.00	2.04	0.00	2.08	0.00	0.00	0.00
ENSMUSG00000105337	10.14	12.16	5.09	13.84	11.13	8.73	10.08	3.13
ENSMUSG00000105338	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105339	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105340	0.00	0.00	0.00	0.00	46.60	0.00	0.00	76.57
ENSMUSG00000105341	166.08	139.60	119.76	146.59	110.19	122.59	128.85	92.31
ENSMUSG00000105342	0.00	0.00	1.03	1.00	1.01	0.00	0.00	0.00
ENSMUSG00000105343	0.00	0.00	1.33	2.66	1.00	0.00	3.04	0.99
ENSMUSG00000105344	4.76	1.99	1.05	6.99	4.11	4.87	5.84	0.00
ENSMUSG00000105345	169.11	246.89	160.24	225.89	246.55	160.47	186.68	140.43
ENSMUSG00000105346	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105347	193.19	208.47	184.53	291.93	203.79	220.08	250.89	183.35
ENSMUSG00000105348	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105349	18.79	25.13	17.65	20.61	16.71	25.20	19.59	22.05
ENSMUSG00000105350	16.94	28.39	34.72	23.15	27.86	31.25	32.19	21.57
ENSMUSG00000105351	0.00	0.00	0.00	0.00	2.07	0.00	0.00	0.00
ENSMUSG00000105352	142.13	194.63	146.98	211.16	180.02	159.99	180.48	132.77
ENSMUSG00000105353	1130.53	1898.60	1428.20	1984.59	1728.29	1762.01	2005.26	1277.41
ENSMUSG00000105355	3.83	4.02	12.20	6.04	0.00	6.87	5.94	3.97
ENSMUSG00000105356	15.47	26.13	23.86	16.64	34.91	10.83	24.53	17.60
ENSMUSG00000105357	0.97	0.00	2.05	1.94	1.03	1.98	4.89	0.00
ENSMUSG00000105358	73.06	140.11	120.09	150.49	114.63	94.18	105.44	95.37
ENSMUSG00000105359	63.23	90.84	107.52	105.32	110.58	84.25	95.60	65.66
ENSMUSG00000105360	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105361	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105362	1.99	6.77	1.02	1.01	4.59	2.13	0.95	4.33
ENSMUSG00000105363	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.99
ENSMUSG00000105364	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105365	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105366	14.45	10.07	4.17	5.86	3.12	3.91	11.76	8.76
ENSMUSG00000105367	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105368	46.53	56.03	34.93	39.58	50.82	40.27	51.16	36.57
ENSMUSG00000105369	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105370	694.93	866.48	628.26	980.85	791.31	765.15	722.76	475.14
ENSMUSG00000105371	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105372	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105373	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105374	40.38	41.24	40.00	44.37	48.36	26.55	51.82	24.11
ENSMUSG00000105375	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105376	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105377	0.00	3.03	2.04	0.00	0.00	1.95	3.96	2.96
ENSMUSG00000105378	29.96	14.04	42.63	39.24	20.54	24.53	32.36	14.69
ENSMUSG00000105379	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105380	0.96	1.99	2.04	0.00	0.00	0.00	0.00	0.99
ENSMUSG00000105381	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105382	44.79	81.74	49.08	88.59	48.04	50.71	60.60	33.43
ENSMUSG00000105384	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105385	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105386	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105387	90.68	123.67	109.35	145.01	169.80	109.13	91.56	77.67
ENSMUSG00000105388	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105389	31.58	37.51	26.71	44.11	45.62	33.61	34.97	29.67
ENSMUSG00000105390	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105391	0.00	0.00	0.00	3.97	3.08	0.00	0.00	0.00
ENSMUSG00000105392	5.79	6.03	3.11	4.88	3.10	6.83	0.98	1.96
ENSMUSG00000105393	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105394	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105395	56.35	58.95	31.51	89.79	51.19	50.08	79.19	39.74
ENSMUSG00000105396	0.00	0.00	0.00	0.00	2.07	0.00	0.00	0.00
ENSMUSG00000105397	0.00	0.00	0.00	0.98	0.00	0.98	0.00	0.00
ENSMUSG00000105398	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000105399	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
